Category,Food Name,Description,Food Group,Food Subgroup,Edible Portion,Default Serving Size,Alternative Serving Size(s),Source of Data,Last Updated,Per 100 Unit,Per Serving Size,Energy (kcal) - Per 100,Energy (kcal) - Per Serving,Protein (g) - Per 100,Protein (g) - Per Serving,Total Fat (g) - Per 100,Total Fat (g) - Per Serving,Saturated Fat (g) - Per 100,Saturated Fat (g) - Per Serving,Trans Fat (g) - Per 100,Trans Fat (g) - Per Serving,Carbohydrate (g) - Per 100,Carbohydrate (g) - Per Serving,Sugar (g) - Per 100,Sugar (g) - Per Serving,Added Sugar (g) - Per 100,Added Sugar (g) - Per Serving,Dietary Fibre (g) - Per 100,Dietary Fibre (g) - Per Serving,Sodium (mg) - Per 100,Sodium (mg) - Per Serving,Potassium (mg) - Per 100,Potassium (mg) - Per Serving,Calcium (mg) - Per 100,Calcium (mg) - Per Serving,Iron (mg) - Per 100,Iron (mg) - Per Serving,Water (g) - Per 100,Water (g) - Per Serving,Nitrogen (g) - Per 100,Nitrogen (g) - Per Serving,Polyunsaturated Fat (g) - Per 100,Polyunsaturated Fat (g) - Per Serving,Monounsaturated Fat (g) - Per 100,Monounsaturated Fat (g) - Per Serving,Omega-3 (EPA+DHA) (mg) - Per 100,Omega-3 (EPA+DHA) (mg) - Per Serving,Cholesterol (mg) - Per 100,Cholesterol (mg) - Per Serving,Glucose (g) - Per 100,Glucose (g) - Per Serving,Fructose (g) - Per 100,Fructose (g) - Per Serving,Maltose (g) - Per 100,Maltose (g) - Per Serving,Galactose (g) - Per 100,Galactose (g) - Per Serving,Sucrose (g) - Per 100,Sucrose (g) - Per Serving,Lactose (g) - Per 100,Lactose (g) - Per Serving,Starch (g) - Per 100,Starch (g) - Per Serving,Vitamin A (μg) - Per 100,Vitamin A (μg) - Per Serving,Retinol (μg) - Per 100,Retinol (μg) - Per Serving,B-carotene (μg) - Per 100,B-carotene (μg) - Per Serving,Thiamine (Vitamin B1) (mg) - Per 100,Thiamine (Vitamin B1) (mg) - Per Serving,Riboflavin (Vitamin B2) (mg) - Per 100,Riboflavin (Vitamin B2) (mg) - Per Serving,Vitamin B6 (mg) - Per 100,Vitamin B6 (mg) - Per Serving,Folic Acid (Vitamin B9) (μg) - Per 100,Folic Acid (Vitamin B9) (μg) - Per Serving,Vitamin B12 (μg) - Per 100,Vitamin B12 (μg) - Per Serving,Vitamin C (mg) - Per 100,Vitamin C (mg) - Per Serving,Vitamin D (IU) - Per 100,Vitamin D (IU) - Per Serving,Vitamin E (IU) - Per 100,Vitamin E (IU) - Per Serving,Vitamin K (μg) - Per 100,Vitamin K (μg) - Per Serving,Phosphorus (mg) - Per 100,Phosphorus (mg) - Per Serving,Selenium (μg) - Per 100,Selenium (μg) - Per Serving,Zinc (mg) - Per 100,Zinc (mg) - Per Serving
Grains and staples,White bee hoon,Singaporean dish of rice vermicelli in white sauce with seafood and vegetables,Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 656g,-,Lab Analysis,2024,Per 100g,Per Serving (656g),98,643,3.15,20.66,4.05,26.57,1.54,10.1,-,-,12.15,79.7,0.54,3.54,-,-,0.51,3.35,303,1988,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Zha jiang mian,Chinese noodle dish topped with minced pork sauce made from soybean paste and sweet bean sauce,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 462g,-,Lab Analysis,2010,Per 100g,Per Serving (462g),145,670,5.7,26.33,6.15,28.41,2.49,11.5,Trace,Trace,16.8,77.62,1,4.62,-,-,3.2,14.78,304,1404,-,-,17,79,0.76,3.51,-,-,-,-,1.18,5.45,2.48,11.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,1.39,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Braised duck noodles (dry),"Egg noodles with shredded braised duck meat, skin and green vegetables in black gravy",Grains and staples,Noodle/Pasta-based dishes,100%,1 plate(s) = 410g,-,Lab Analysis,2025,Per 100g,Per Serving (410g),120,492,5.13,21.03,2.85,11.69,0.77,3.16,Trace,Trace,18.45,75.65,0.35,1.43,-,-,1.11,4.55,546,2239,80,328,10,41,0.58,2.38,72.05,295.41,-,-,0.56,2.3,0.97,3.98,Trace,Trace,-,-,Trace,Trace,0.2,0.82,Trace,Trace,Trace,Trace,0.2,0.82,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Roasted duck noodles (dry),"Egg noodles with sliced roasted duck meat, skin and green vegetables in sauce",Grains and staples,Noodle/Pasta-based dishes,97.20%,1 plate(s) = 321g,-,Lab Analysis,2025,Per 100g,Per Serving (321g),152,474,8.6,26.83,6.4,19.97,2.02,6.3,0.03,0.09,14.9,46.49,0.3,0.94,-,-,1.43,4.46,521,1626,113,353,15,47,1.16,3.62,68.55,213.88,-,-,1.11,3.46,2.43,7.58,Trace,Trace,-,-,Trace,Trace,0.3,0.94,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Kway chap (noodle slices and soup together),Flat rice noodle sheets served in savoury broth with braised ingredients,Grains and staples,Noodle/Pasta-based dishes,100%,1 bowl(s) = 680g,-,Lab Analysis,2025,Per 100g,Per Serving (680g),74,503,1.13,7.68,0.7,4.76,0.19,1.29,Trace,Trace,15.85,107.78,1.05,7.14,-,-,Trace,Trace,341,2319,24,163,5,34,Trace,Trace,81.4,553.52,-,-,0.08,0.54,0.2,1.36,Trace,Trace,-,-,0.15,1.02,0.1,0.68,Trace,Trace,Trace,Trace,0.75,5.1,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Cooked brown rice beehoon,"Cooked rice noodle, light brown in colour, soft tender texture with mild nutty taste.",Grains and staples,Noodles and pasta,100%,1 bowl(s) = 200g,-,Borrowed,2025,Per 100g,Per Serving (200g),369,738,7.9,15.8,3.03,6.06,0.45,0.9,-,-,75.8,151.6,0,0,-,-,3.7,7.4,41,82,-,-,10,20,1.07,2.14,8.7,17.4,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0.18,0.36,0.01,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Cooked egg noodles,"Cooked wheat noodle, yellow in colour, soft tender texture with rich egg taste.",Grains and staples,Noodles and pasta,100%,1 bowl(s) = 200g,-,Borrowed,2025,Per 100g,Per Serving (200g),138,276,4.54,9.08,2.07,4.14,0.42,0.84,Trace,Trace,25.16,50.32,0.4,0.8,-,-,1.2,2.4,5,10,38,76,12,24,0.6,1.2,67.73,135.46,-,-,0.55,1.1,0.58,1.16,0,0,29,58,0.07,0.14,0,0,0.3,0.6,0,0,0.04,0.08,0,0,-,-,6,12,6,12,1,2,0.03,0.06,0.02,0.04,0.05,0.1,7,14,0.09,0.18,0,0,4,8,0.25,0.5,0,0,76,152,23.9,47.8,0.65,1.3
Grains and staples,Cooked Japanese soba,"Cooked buckwheat noodle, grey-brown in colour, soft tender texture with nutty taste.",Grains and staples,Noodles and pasta,100%,1 bowl(s) = 200g,-,Borrowed,2025,Per 100g,Per Serving (200g),99,198,5.06,10.12,0.1,0.2,0.02,0.04,-,-,21.44,42.88,-,-,-,-,-,-,60,120,35,70,4,8,0.48,0.96,73.01,146.02,-,-,0.03,0.06,0.03,0.06,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,-,-,0.09,0.18,0.03,0.06,0.04,0.08,7,14,0,0,0,0,0,0,-,-,-,-,25,50,-,-,0.12,0.24
Grains and staples,"Mixed brown rice (20% brown, 80% white)",Blend of cooked brown and white rice in 20:80 ratio,Grains and staples,Rice,100%,1 bowl(s) = 200g,-,Derived,2026,Per 100g,Per Serving (200g),129,258,2.7,5.4,0.42,0.84,0,0,-,-,27.68,55.36,0.09,0.18,-,-,0.64,1.28,2,4,-,-,9,18,0.27,0.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,"Mixed brown rice (50% brown, 50% white)",Blend of cooked brown and white rice in 50:50 ratio,Grains and staples,Rice,100%,1 bowl(s) = 200g,-,Derived,2026,Per 100g,Per Serving (200g),127,254,2.72,5.44,0.63,1.26,0,0,-,-,26.9,53.8,0.15,0.3,-,-,1,2,3,6,-,-,7,14,0.38,0.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,"Black glutinous rice, uncooked","Uncooked grain, deep purple-black in colour, firm opaque texture with subtle sweet taste, commonly used to make burbur cha cha.",Grains and staples,Rice,100%,1 cup(s) = 174g,-,Borrowed,2025,Per 100g,Per Serving (174g),350,609,7.46,12.98,2.87,4.99,0.5,0.87,-,-,71.09,123.7,-,-,-,-,4.9,8.53,-,-,265,461,22,38,2.83,4.92,12.5,21.75,-,-,1.09,1.9,1.01,1.76,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.74,-,-,16,27.84,0.48,0.84,0.19,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,189,329,-,-,2.5,4.35
Grains and staples,Cooked white glutinous rice,"Cooked grain white glutinous rice, translucent white in colour, soft sticky texture with mild sweet taste.",Grains and staples,Rice,100%,1 bowl(s) = 200g,-,Borrowed,2025,Per 100g,Per Serving (200g),97,194,2.02,4.04,0.19,0.38,0.04,0.08,-,-,21.09,42.18,0.05,0.1,-,-,1,2,5,10,10,20,2,4,0.14,0.28,76.63,153.26,-,-,0.07,0.14,0.07,0.14,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0.02,0.04,0.01,0.02,0.03,0.06,1,2,0,0,0,0,0,0,0.06,0.12,0,0,8,16,5.6,11.2,0.41,0.82
Grains and staples,Ayam panggang with rice,"Malay-style grilled chicken with spices and marinade, served with rice",Grains and staples,Rice-based dishes,86%,1 plate(s) = 750g,1 piece(s) = 189g,Lab Analysis,2026,Per 100g,Per Serving (750g),181,1167,10.96,70.69,7.2,46.44,2.91,18.77,Trace,Trace,18.16,117.13,1.95,12.58,-,-,0.54,3.48,309,1993,143,922,16,103,0.46,2.97,61.97,399.71,-,-,1.34,8.64,2.94,18.96,-,-,-,-,0.66,4.26,0.51,3.29,Trace,Trace,Trace,Trace,0.78,5.03,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Ayam penyet with rice,"Indonesian-style deep-fried smashed chicken served with rice, tofu and vegetables",Grains and staples,Rice-based dishes,90.52%,1 plate(s) = 517g,-,Lab Analysis,2025,Per 100g,Per Serving (517g),189,884,10.45,48.9,6.75,31.59,2.38,11.14,0.02,0.09,21.45,100.38,0.9,4.21,-,-,1.92,8.99,292,1367,117,548,30,140,0.61,2.85,60.15,281.5,-,-,1.27,5.94,2.53,11.84,Trace,Trace,-,-,Trace,Trace,0.1,0.47,0.8,3.74,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Beef rice bowl,"Steamed rice topped with sliced beef, stir-fried vegetables and sweet-savoury sauce",Grains and staples,Rice-based dishes,100%,1 bowl(s) = 373g,-,Lab Analysis,2025,Per 100g,Per Serving (373g),184,686,7.66,28.57,6.6,24.62,2.42,9.03,0.22,0.82,23.35,87.1,1.3,4.85,-,-,2.78,10.37,303,1130,126,470,13,48,0.56,2.09,61.2,228.28,-,-,0.63,2.35,2.83,10.56,Trace,Trace,-,-,0.6,2.24,0.6,2.24,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Braised duck rice set (with egg and tau kwa),"Sliced braised duck served with rice, hard-boiled egg, braised firm tofu, peanuts and cucumber",Grains and staples,Rice-based dishes,100%,1 set(s) = 398g,-,Lab Analysis,2025,Per 100g,Per Serving (398g),167,665,7.88,31.36,6.5,25.87,1.72,6.85,Trace,Trace,19.1,76.02,Trace,Trace,-,-,2.28,9.07,373,1485,91,362,34,135,0.87,3.46,65.2,259.5,-,-,1.72,6.85,2.3,9.15,10,39.8,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Bubur kanji,Malay-style fried peanut and ikan bilis porridge,Grains and staples,Rice-based dishes,100%,1 bowl(s) = 377g,-,Lab Analysis,2010,Per 100g,Per Serving (377g),92,347,3.44,12.97,4.26,16.06,0.98,3.69,-,-,9.84,37.1,0.16,0.6,-,-,0.51,1.92,76,287,-,-,25,94,Trace,Trace,-,-,-,-,1.35,5.09,1.74,6.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Century egg and pork porridge,Rice porridge with preserved century egg and minced pork,Grains and staples,Rice-based dishes,100%,1 bowl(s) = 489g,-,Lab Analysis,2025,Per 100g,Per Serving (489g),59,289,2.53,12.37,2.4,11.74,0.75,3.67,Trace,Trace,6.7,32.76,Trace,Trace,-,-,Trace,Trace,258,1262,55,269,9,44,0.38,1.86,87.6,428.36,-,-,0.33,1.61,1.02,4.99,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Char siew chee cheong fun,"Steamed rice noodle rolls filled with barbecued pork, served with sweet soy sauce and sesame seeds",Grains and staples,Rice-based dishes,100%,1 roll(s) = 228g,-,Lab Analysis,2025,Per 100g,Per Serving (228g),136,310,4.1,9.35,4.25,9.69,1.56,3.56,Trace,Trace,20.4,46.51,0.7,1.6,-,-,0.86,1.96,340,775,60,137,10,23,Trace,Trace,70.3,160.28,-,-,0.66,1.5,1.78,4.06,Trace,Trace,-,-,Trace,Trace,0.7,1.6,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Char siew rice,"Honey barbecued char siew served with rice, accompanied by cucumber",Grains and staples,Rice-based dishes,100%,1 plate(s) = 353g,-,Lab Analysis,2025,Per 100g,Per Serving (353g),176,621,8.82,31.13,3.5,12.36,1.19,4.2,Trace,Trace,27.1,95.66,0.6,2.12,-,-,2.39,8.44,236,833,134,473,5,18,0.46,1.62,59.15,208.8,-,-,0.58,2.05,1.44,5.08,Trace,Trace,-,-,Trace,Trace,0.6,2.12,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chee cheong fun (plain),Plain rice sheet rolls served with sweet sauce and sesame oil,Grains and staples,Rice-based dishes,100%,1 roll(s) = 262g,-,Lab Analysis,2025,Per 100g,Per Serving (262g),131,343,1.64,4.3,1.9,4.98,0.67,1.76,Trace,Trace,26.85,70.35,4.5,11.79,-,-,1.91,5,339,888,Trace,Trace,5,13,Trace,Trace,68.65,179.86,-,-,0.34,0.89,0.71,1.86,Trace,Trace,-,-,0.4,1.05,0.3,0.79,Trace,Trace,Trace,Trace,3.85,10.09,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken katsu curry omurice,"Japanese-style fried rice with breaded chicken cutlet and curry sauce, wrapped in egg omelette",Grains and staples,Rice-based dishes,100%,1 plate(s) = 646g,-,Lab Analysis,2018,Per 100g,Per Serving (646g),174,1124,8.6,55.56,9.95,64.28,4.36,28.17,0.02,0.13,12.5,80.75,1.2,7.75,-,-,0.69,4.46,395,2552,-,-,24,155,1.02,6.59,-,-,-,-,1.41,9.11,4.15,26.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.83,153.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,2.58,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken katsu curry rice,Japanese-style curry with deep-fried breaded chicken cutlet and rice,Grains and staples,Rice-based dishes,100%,1 plate(s) = 614g,-,Lab Analysis,2025,Per 100g,Per Serving (614g),177,1087,7.16,43.96,6.85,42.06,2.36,14.49,0.03,0.18,21.8,133.85,0.55,3.38,-,-,1.52,9.33,248,1523,140,860,10,61,0.34,2.09,63.25,388.35,-,-,-,-,-,-,-,-,-,-,Trace,Trace,Trace,Trace,0.1,0.61,Trace,Trace,0.45,2.76,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken katsu don,Fried chicken cutlet with egg on top of rice,Grains and staples,Rice-based dishes,100%,1 bowl(s) = 626g,-,Lab Analysis,2018,Per 100g,Per Serving (626g),147,920,6.59,41.25,6.51,40.75,1.77,11.08,0,0,15.6,97.66,0.89,5.57,-,-,0.89,5.57,358,2241,-,-,16,100,0.61,3.82,-,-,-,-,2.46,15.4,2.27,14.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.09,94.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken porridge,Chicken boiled with porridge,Grains and staples,Rice-based dishes,100%,1 bowl(s) = 556g,-,Lab Analysis,2025,Per 100g,Per Serving (556g),56,311,2.8,15.57,1.85,10.29,0.62,3.45,Trace,Trace,7,38.92,Trace,Trace,-,-,Trace,Trace,258,1434,32,178,4,22,Trace,Trace,87.45,486.22,-,-,0.32,1.78,0.7,3.89,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Claypot chicken rice,"Rice with chicken and Chinese sausages, cooked in claypot",Grains and staples,Rice-based dishes,97.97%,1 bowl(s) = 543g,-,Lab Analysis,2025,Per 100g,Per Serving (543g),183,974,12.35,65.7,5.25,27.93,1.57,8.35,0.01,0.05,21.5,114.38,0.2,1.06,-,-,3.69,19.63,465,2474,145,771,250,1330,0.79,4.2,59.6,317.06,-,-,0.94,5,1.91,10.16,Trace,Trace,-,-,Trace,Trace,0.2,1.06,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Claypot frog porridge,Rice porridge served with stir-fried frog legs in soy sauce and ginger,Grains and staples,Rice-based dishes,100%,1 bowl(s) = 660g,-,Lab Analysis,2023,Per 100g,Per Serving (660g),84,554,5.43,35.84,3.79,25.01,1.71,11.29,-,-,6.89,45.47,0.35,2.31,-,-,0.82,5.41,378,2495,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Claypot porridge (plain),Plain rice porridge in claypot,Grains and staples,Rice-based dishes,100%,1 bowl(s) = 660g,-,Lab Analysis,2023,Per 100g,Per Serving (660g),58,383,1.06,7,2.25,14.85,1.05,6.93,-,-,8.25,54.45,0,0,-,-,0.33,2.18,212,1399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Cuttlefish porridge,Rice porridge cooked with sliced cuttlefish,Grains and staples,Rice-based dishes,100%,1 bowl(s) = 660g,-,Lab Analysis,2010,Per 100g,Per Serving (660g),83,548,1.7,11.22,0.9,5.94,0.4,2.64,-,-,17.2,113.52,0,0,-,-,0.4,2.64,191,1261,-,-,39,257,0.1,0.66,-,-,-,-,0.11,0.73,0.27,1.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,26.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Duck porridge,"Porridge with boiled boneless duck meat, garnished with fried onion and soya sauce",Grains and staples,Rice-based dishes,100%,1 bowl(s) = 660g,-,Lab Analysis,2010,Per 100g,Per Serving (660g),104,686,9.9,65.34,3,19.8,1.1,7.26,-,-,9.3,61.38,0,0,-,-,0.8,5.28,222,1465,-,-,7,46,2.7,17.82,-,-,-,-,0.5,3.3,1.3,8.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,59.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,"Economic rice (1 vegetable, 1 fish)",Mixed rice dish containing white rice with one vegetable dish and one fish dish,Grains and staples,Rice-based dishes,99.64%,1 plate(s) = 497g,-,Derived,2026,Per 100g,Per Serving (497g),123,609,5.47,27.09,4.78,23.67,1.83,9.06,0.03,0.15,14.2,70.32,0.53,2.62,-,-,1.41,6.98,258,1278,116,574,33,163,0.77,3.81,46.72,231.36,-,-,0.64,3.17,1.56,7.73,71.37,353.43,-,-,0.16,0.79,0.33,1.63,Trace,Trace,Trace,Trace,0.02,0.1,Trace,Trace,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,"Economic rice (1 vegetable, 1 fried meat)",Mixed rice dish containing white rice with one vegetable dish and one fried meat dish,Grains and staples,Rice-based dishes,100%,1 plate(s) = 515g,-,Derived,2026,Per 100g,Per Serving (515g),156,803,6.88,35.43,7.22,37.18,2.64,13.6,0.04,0.21,15.52,79.93,1.41,7.26,-,-,1.44,7.42,243,1251,134,690,29,149,0.91,4.69,42.58,219.29,-,-,0.98,5.05,2.63,13.54,2.33,12,-,-,0.41,2.11,0.54,2.78,Trace,Trace,Trace,Trace,0.46,2.37,Trace,Trace,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,"Economic rice (1 vegetable, 1 meat)",Mixed rice dish containing white rice with one vegetable dish and one meat dish,Grains and staples,Rice-based dishes,100%,1 plate(s) = 553g,-,Derived,2026,Per 100g,Per Serving (553g),126,697,6.24,34.51,4.97,27.48,1.75,9.68,0.03,0.17,13.63,75.37,0.91,5.03,-,-,1.43,7.91,263,1454,111,614,25,138,0.66,3.65,49.25,272.35,-,-,0.72,3.98,1.72,9.51,Trace,Trace,-,-,0.27,1.49,0.43,2.38,Trace,Trace,Trace,Trace,0.19,1.05,Trace,Trace,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,"Economic rice (1 vegetable, 2 fried meats)",Mixed rice dish containing white rice with one vegetable dish and two fried meat dishes,Grains and staples,Rice-based dishes,100%,1 plate(s) = 640g,-,Derived,2026,Per 100g,Per Serving (640g),182,1165,9.46,60.54,9.47,60.61,3.41,21.82,0.05,0.32,14.46,92.54,1.95,12.48,-,-,1.46,9.34,285,1824,155,992,28,179,1.12,7.17,43.85,280.64,-,-,1.34,8.58,3.55,22.72,3.74,23.94,-,-,0.55,3.52,0.68,4.35,Trace,Trace,Trace,Trace,0.72,4.61,Trace,Trace,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,"Economic rice (1 vegetable, 2 meats (1 fried))","Mixed rice dish containing white rice with one vegetable dish, one meat dish and one fried meat dish",Grains and staples,Rice-based dishes,100%,1 plate(s) = 678g,-,Derived,2026,Per 100g,Per Serving (678g),156,1058,8.79,59.6,7.51,50.92,2.64,17.9,0.04,0.27,12.98,88,1.52,10.31,-,-,1.44,9.76,299,2027,135,915,25,170,0.9,6.1,49.22,333.71,-,-,1.1,7.46,2.76,18.71,1.77,12,-,-,0.43,2.92,0.58,3.93,Trace,Trace,Trace,Trace,0.49,3.32,Trace,Trace,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,"Economic rice (1 vegetable, 2 meats)",Mixed rice dish containing white rice with one vegetable dish and two meat dishes,Grains and staples,Rice-based dishes,100%,1 plate(s) = 716g,-,Derived,2026,Per 100g,Per Serving (716g),133,952,8.19,58.64,5.76,41.24,1.95,13.96,0.03,0.21,11.65,83.41,1.13,8.09,-,-,1.43,10.24,312,2234,117,838,22,158,0.71,5.08,54.02,386.78,-,-,0.9,6.44,2.05,14.68,Trace,Trace,-,-,0.33,2.36,0.5,3.58,Trace,Trace,Trace,Trace,0.28,2,Trace,Trace,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Economic rice (2 meats (1 fried)),Mixed rice dish containing white rice with one fried meat dish and one meat dish,Grains and staples,Rice-based dishes,100%,1 plate(s) = 488g,-,Derived,2026,Per 100g,Per Serving (488g),180,878,11.2,54.66,7.75,37.82,2.57,12.54,0.03,0.15,15.78,77.01,1.71,8.34,-,-,1.03,5.03,278,1357,107,522,14,68,0.88,4.29,36.01,175.73,-,-,1.21,5.9,2.94,14.35,2.45,11.96,-,-,0.46,2.24,0.57,2.78,Trace,Trace,Trace,Trace,0.65,3.17,Trace,Trace,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
