id,dish_name,other_names,category,food_group,food_subgroup,description,serving_default_desc,serving_basis,kcal_default,kcal_per_100,per100_unit,protein_g,carbs_g,fat_g,portion_note,input_mode,is_favourite,source,last_updated
liver-roll-ngoh-hiang,Liver roll ngoh hiang,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Deep-fried sausage-shaped minced pork liver and fatty meat wrapped in dried beancurd sheet,1 roll(s) = 140g,Per Serving (140g),522,373,Per 100g,18.76,20.72,40.46,,photo,FALSE,Lab Analysis,2010
lor-bak-braised-pork-belly,Lor bak (braised pork belly),,Meat and alternatives,Meat and alternatives,Pork-based dishes,Pork meat stewed in soya sauce and garlic,1 scoop(s) (serving spoon) = 93g,Per Serving (93g),226,243,Per 100g,20.18,3.12,14.79,,photo,FALSE,Lab Analysis,2025
lotus-root-and-pork-ribs-soup,Lotus root and pork ribs soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Clear soup with lotus root, pork ribs and peanuts",1 bowl(s) = 562g,Per Serving (562g),351,66,Per 100g,28.55,38.28,9.3,,photo,FALSE,Lab Analysis,2025
minced-pork-tofu-soup,Minced pork tofu soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Minced pork with tofu cubes in clear soup,1 bowl(s) = 450g,Per Serving (450g),108,24,Per 100g,13.95,3.15,4.5,,photo,FALSE,Lab Analysis,2010
peking-spare-ribs,Peking spare ribs,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Pork ribs served with tomato sauce, deep-fried, boneless and lean only",1 piece(s) = 100g,Per Serving (100g),206,224,Per 100g,20.06,4.6,11.87,,photo,FALSE,Lab Analysis,2010
pig-organ-soup,Pig organ soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Soup made with pig organs, pork and salted vegetables",1 bowl(s) = 450g,Per Serving (450g),162,36,Per 100g,22.5,4.95,5.85,,photo,FALSE,Lab Analysis,2010
pig-s-stomach-soup,Pig's stomach soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Soup, with boiled pig's stomach, peppercorns and ginger",1 bowl(s) = 450g,Per Serving (450g),234,52,Per 100g,30.38,8.59,8.33,,photo,FALSE,Lab Analysis,2024
pork-and-chives-dumpling-6-pc-in-soup,"Pork and chives dumpling (6 pc, in soup)",,Meat and alternatives,Meat and alternatives,Pork-based dishes,Six dumplings filled with minced pork and chives in clear broth,1 bowl(s) = 668g,Per Serving (668g),615,92,Per 100g,30.26,23.18,44.56,,photo,FALSE,Lab Analysis,2023
fried-pork-cutlet,Fried pork cutlet,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Deep-fried battered pork chop,1 piece(s) = 229g,Per Serving (229g),649,309,Per 100g,36.96,29.71,42.52,,photo,FALSE,Lab Analysis,2025
pork-liver-soup,Pork liver soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Soup, with pork liver, salted vegetable, spring onion and spinach",1 bowl(s) = 450g,Per Serving (450g),167,37,Per 100g,26.1,1.35,6.3,,photo,FALSE,Lab Analysis,2010
pork-ribs-and-peanut-soup,Pork ribs and peanut soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,pork rib soup boilied with peanut,1 bowl(s) = 450g,Per Serving (450g),372,87,Per 100g,39.16,4.49,21.42,,photo,FALSE,Lab Analysis,2010
pork-ribs-and-watercress-soup,Pork ribs and watercress soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Watercress boiled with pork rib and herbs (e.g. dates, wolfberries), served as soup",1 bowl(s) = 652g,Per Serving (652g),269,44,Per 100g,25.66,23.46,8.25,,photo,FALSE,Lab Analysis,2026
pork-ribs-and-wintermelon-soup,Pork ribs and wintermelon soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Winter melon boiled with pork ribs served in soup,1 bowl(s) = 680g,Per Serving (680g),227,36,Per 100g,16.37,16.06,10.7,,photo,FALSE,Lab Analysis,2026
pork-ribs-with-black-bean-sauce,Pork ribs with black bean sauce,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Braised pork ribs, with black mushroom and taucheo",1 scoop(s) (serving spoon) = 100g,Per Serving (100g),92,176,Per 100g,8.16,1.24,6.01,,photo,FALSE,Lab Analysis,2010
pork-satay,Pork satay,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Boneless pork, marinated with spices, skewered and barbequed",1 stick(s) = 11g,Per Serving (11g),32,293,Per 100g,2.3,1.73,1.78,,photo,FALSE,Lab Analysis,2024
pork-satay-with-sauce,Pork satay with sauce,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Boneless pork, marinated with spices, skewered and barbequed, served with peanut sauce",1 stick(s) = 21g,Per Serving (21g),53,250,Per 100g,2.96,3.95,2.75,,photo,FALSE,Derived,2026
roasted-pork-belly,Roasted pork belly,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Pork belly marinated with spices, roasted",1 portion(s) = 69g,Per Serving (69g),302,437,Per 100g,10.63,1.83,27.98,,photo,FALSE,Lab Analysis,2025
salted-egg-pork-rib,Salted egg pork rib,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Deep-fried pork ribs coated in salted egg sauce,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),310,310,Per 100g,16.81,12,21.59,,photo,FALSE,Lab Analysis,2018
siew-mai,Siew mai,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Steamed minced pork with seasoning wrapped in wanton skin with crab roe on top,1 piece(s) = 30g,Per Serving (30g),67,222,Per 100g,2.75,4.94,3.99,,photo,FALSE,Lab Analysis,2025
steamed-minced-pork-with-mushroom,Steamed minced pork with mushroom,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Minced pork with chinese mushroom, steamed",1 scoop(s) (serving spoon) = 100g,Per Serving (100g),210,210,Per 100g,13.5,1.93,16.46,,photo,FALSE,Lab Analysis,2010
steamed-minced-pork-with-salted-fish,Steamed minced pork with salted fish,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Minced pork with salted fish, ginger and oyster sauce, steamed",1 scoop(s) (serving spoon) = 100g,Per Serving (100g),214,214,Per 100g,20.5,0.7,14.4,,photo,FALSE,Lab Analysis,2010
steamed-spare-ribs,Steamed spare ribs,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Pork spare ribs steamed with black beans and garlic,1 scoop(s) (serving spoon) = 101g,Per Serving (101g),129,202,Per 100g,8.91,4.57,8.32,,photo,FALSE,Lab Analysis,2010
sweet-and-sour-pork,Sweet and sour pork,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Deep-fried pork meat with pineapple and green peppers in sweet and sour sauce,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),310,310,Per 100g,13.03,20.65,19.45,,photo,FALSE,Lab Analysis,2023
sweet-and-sour-pork-cutlet,Sweet and sour pork cutlet,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Deep-fried pork cutlet with pineapple and green peppers in sweet and sour sauce,1 piece(s) = 100g,Per Serving (100g),214,214,Per 100g,17.96,11.03,10.86,,photo,FALSE,Lab Analysis,2023
thai-basil-pork-meat-only,Thai basil pork (meat only),,Meat and alternatives,Meat and alternatives,Pork-based dishes,Stir-fried pork with basil and chilli,1 plate(s) = 131g,Per Serving (131g),221,169,Per 100g,16.99,6.39,14.28,,photo,FALSE,Lab Analysis,2018
wanton-soup,Wanton soup,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"3 wantons made from chopped pork, prawns and spring onion wrapped in wanton skin, served in soup with vegetables",1 bowl(s) = 620g,Per Serving (620g),267,43,Per 100g,14.26,44.02,3.72,,photo,FALSE,Lab Analysis,2025
xiao-long-bao,Xiao long bao,,Meat and alternatives,Meat and alternatives,Pork-based dishes,Chinese soup dumplings with minced pork and rich broth wrapped in thin dough,1 piece(s) = 23g,Per Serving (23g),43,189,Per 100g,2.21,3.73,2.17,,photo,FALSE,Lab Analysis,2025
braised-pig-s-innards,Braised pig's innards,,Meat and alternatives,Meat and alternatives,Pork-based dishes,"Pork organs such as intestines, liver, or stomach braised in soy sauce and spices",1 piece(s) = 63g,Per Serving (63g),135,214,Per 100g,8.63,1.95,10.24,,photo,FALSE,Lab Analysis,2025
luncheon-meat,Luncheon meat,,Meat and alternatives,Meat and alternatives,Processed meats,Sliced preserved meat,1 slice(s) = 39g,Per Serving (39g),108,276,Per 100g,4.8,5.81,7.22,,photo,FALSE,Lab Analysis,2025
bak-kwa,Bak kwa,,Meat and alternatives,Meat and alternatives,Processed meats,Barbeque glazed honey pork slice,1 slice(s) = 94g,Per Serving (94g),370,394,Per 100g,36.1,47.28,4.04,,photo,FALSE,Lab Analysis,2010
ikan-bilis-and-peanuts-nasi-lemak,Ikan bilis and peanuts (Nasi lemak),,Miscellaneous,Miscellaneous,Others,Crispy fried anchovies and roasted peanuts,1 portion(s) = 29g,Per Serving (29g),118,406,Per 100g,7.03,3.35,8.47,,photo,FALSE,Lab Analysis,2025
baked-mooncake-no-yolk,Baked mooncake (no yolk),,Miscellaneous,Miscellaneous,Seasonal items,"Mooncake baked in flour-based pastry, filled with sweet lotus seed paste only",1 slice(s) (1/8 mooncake) = 25g,Per Serving (25g),95,381,Per 100g,1.39,12.69,4.33,,photo,FALSE,Lab Analysis,2010
baked-mooncake-with-yolk,Baked mooncake (with yolk),,Miscellaneous,Miscellaneous,Seasonal items,"Mooncake baked in flour-based pastry, filled with sweet lotus seed paste and egg yolk",1 slice(s) (1/8 mooncake) = 27g,Per Serving (27g),113,419,Per 100g,1.84,11.94,6.44,,photo,FALSE,Lab Analysis,2010
nonya-zhang-rice-dumpling,Nonya zhang (rice dumpling),,Miscellaneous,Miscellaneous,Seasonal items,Glutinous rice dumpling filed with lean and fatty minced meat,1 whole = 165g,Per Serving (165g),315,191,Per 100g,8.42,52.31,7.92,,photo,FALSE,Lab Analysis,2010
pineapple-tart,Pineapple tart,,Miscellaneous,Miscellaneous,Seasonal items,"Round shaped pastry filled with sweetened pineapple paste, baked",1 piece(s) = 20g,Per Serving (20g),93,466,Per 100g,1.18,14.1,3.56,,photo,FALSE,Lab Analysis,2010
tangyuan,Tangyuan,,Miscellaneous,Miscellaneous,Seasonal items,"Chinese dessert, made of glutinous rice flour with fillings, cooked with sugar syrup soup",1 piece(s) = 20g,Per Serving (20g),25,124,Per 100g,0.4,5.64,0.06,,photo,FALSE,NIP,2025
traditional-ba-zhang-rice-dumpling,Traditional ba zhang (rice dumpling),,Miscellaneous,Miscellaneous,Seasonal items,"Glutinous rice filled with fatty meat, chestnut and chopped mushroom, wrapped in banana leaves and steamed",1 whole = 185g,Per Serving (185g),387,209,Per 100g,11.84,54.58,13.51,,photo,FALSE,Lab Analysis,2010
vegetarian-rice-dumpling,Vegetarian rice dumpling,,Miscellaneous,Miscellaneous,Seasonal items,"Glutinous rice, with mocked meat, chestnut and chinese mushroom filling, steamed",1 whole = 197g,Per Serving (197g),396,201,Per 100g,11.62,68.95,8.08,,photo,FALSE,Lab Analysis,2010
yu-sheng,Yu sheng,,Miscellaneous,Miscellaneous,Seasonal items,"Thinly sliced raw salmon fish with carrots, radish, pickled ginger, crackers, peanuts and plum sauce",1 scoop(s) (serving spoon) = 100g,Per Serving (100g),145,145,Per 100g,4.8,6.9,10.9,,photo,FALSE,Lab Analysis,2010
chinese-rojak-mixed,Chinese rojak (mixed),,Mixed,Mixed,Customisable mixed dishes,"Chinese-style salad platter consisting of sliced turnip, cucumber, beansprouts, pineapple cubes, you tiao and tau pok, tossed in a gravy made of prawn paste, sugar, tamarind and chilli",1 plate(s) = 318g,Per Serving (318g),633,199,Per 100g,16.06,87.61,24.33,,photo,FALSE,Lab Analysis,2025
chinese-rojak-you-tiao,Chinese rojak (you tiao),,Mixed,Mixed,Customisable mixed dishes,"Chinese-style salad platter consisting of you tiao (fried dough fritters), bean sprouts, cucumber and pineapple tossed in thick prawn paste sauce",1 plate(s) = 319g,Per Serving (319g),1027,322,Per 100g,25.11,144.79,38.63,,photo,FALSE,Lab Analysis,2023
indian-rojak,Indian rojak,,Mixed,Mixed,Customisable mixed dishes,Indian-style mixed fritter platter with sweet-spicy peanut sauce,1 plate(s) = 987g,Per Serving (987g),1619,164,Per 100g,58.53,152.29,85.87,,photo,FALSE,Lab Analysis,2023
mala-xiang-guo-dry,Mala xiang guo (dry),,Mixed,Mixed,Customisable mixed dishes,Stir-fried various ingredients with spicy and numbing Sichuan-style spices,1 plate(s) = 719g,Per Serving (719g),1165,162,Per 100g,52.92,70.25,77.29,,photo,FALSE,Lab Analysis,2023
mala-xiang-guo-soup,Mala xiang guo (soup),,Mixed,Mixed,Customisable mixed dishes,Spicy and numbing Sichuan-style mala broth with various ingredients,1 bowl(s) = 1350g,Per Serving (1350g),1445,107,Per 100g,67.1,85.59,97.34,,photo,FALSE,Lab Analysis,2023
steamboat-set-chicken-soup-1-pax,"Steamboat set (chicken soup, 1 pax)",,Mixed,Mixed,Customisable mixed dishes,"Individual hot pot set with chicken broth, meat, vegetables, mushrooms and rice",1 set(s) = 1733g,Per Serving (1733g),1230,71,Per 100g,59.27,123.04,56.32,,photo,FALSE,Lab Analysis,2025
steamboat-set-mala-1-pax,"Steamboat set (mala, 1 pax)",,Mixed,Mixed,Customisable mixed dishes,"Individual hot pot set with spicy Sichuan broth, vegetables, mushroom, seafood, meat, served with rice or noodles",1 set(s) = 1733g,Per Serving (1733g),3490,203,Per 100g,29.74,67.57,343.52,,photo,FALSE,Derived,2026
steamboat-set-tom-yum-1-pax,"Steamboat set (tom yum, 1 pax)",,Mixed,Mixed,Customisable mixed dishes,"Individual hot pot set with spicy-sour Thai broth, vegetables, mushroom, seafood, meat, served with rice or noodles",1 set(s) = 1733g,Per Serving (1733g),943,55,Per 100g,38.08,129.32,28.64,,photo,FALSE,Derived,2026
steamboat-set-tomato-1-pax,"Steamboat set (tomato, 1 pax)",,Mixed,Mixed,Customisable mixed dishes,"Individual hot pot set with tomato broth, vegetables, mushroom, seafood, meat, served with rice or noodles",1 set(s) = 1733g,Per Serving (1733g),1152,67,Per 100g,29.93,125.72,57.1,,photo,FALSE,Derived,2026
yong-tau-foo-clear-soup-7-pieces-boiled,"Yong tau foo (clear soup, 7 pieces, boiled)",,Mixed,Mixed,Customisable mixed dishes,7 assorted stuffed boiled yong tau foo items in clear broth,1 bowl(s) = 745g,Per Serving (745g),82,11,Per 100g,5.74,10.43,1.19,,photo,FALSE,Derived,2026
yong-tau-foo-clear-soup-7-pieces-fried,"Yong tau foo (clear soup, 7 pieces, fried)",,Mixed,Mixed,Customisable mixed dishes,7 assorted stuffed fried yong tau foo items in clear broth,1 bowl(s) = 928g,Per Serving (928g),1206,130,Per 100g,43.52,75.08,80.27,,photo,FALSE,Derived,2026
yong-tau-foo-clear-soup-7-pieces-mixed,"Yong tau foo (clear soup, 7 pieces, mixed)",,Mixed,Mixed,Customisable mixed dishes,7 assorted stuffed boiled or fried yong tau foo items in clear broth,1 bowl(s) = 771g,Per Serving (771g),594,77,Per 100g,22.67,39.4,37.55,,photo,FALSE,Derived,2026
yong-tau-foo-clear-soup-with-rice-noodles,"Yong tau foo (clear soup, with rice/noodles)",,Mixed,Mixed,Customisable mixed dishes,"Mixed yong tau foo items in clear broth, served with either white rice or thick beehoon",1 bowl(s) = 971g,Per Serving (971g),845,87,Per 100g,26.9,95.64,38.06,,photo,FALSE,Derived,2026
yong-tau-foo-laksa-7-pieces-boiled,"Yong tau foo (laksa, 7 pieces, boiled)",,Mixed,Mixed,Customisable mixed dishes,7 assorted stuffed boiled yong tau foo items in laksa broth,1 bowl(s) = 815g,Per Serving (815g),742,91,Per 100g,33.17,37.98,50.77,,photo,FALSE,Lab Analysis,2023
yong-tau-foo-laksa-7-pieces-fried,"Yong tau foo (laksa, 7 pieces, fried)",,Mixed,Mixed,Customisable mixed dishes,7 assorted stuffed fried yong tau foo items in laksa broth,1 bowl(s) = 779g,Per Serving (779g),904,116,Per 100g,39.11,49.54,62.48,,photo,FALSE,Lab Analysis,2023
yong-tau-foo-laksa-7-pieces-mixed,"Yong tau foo (laksa, 7 pieces, mixed)",,Mixed,Mixed,Customisable mixed dishes,7 assorted stuffed boiled or fried yong tau foo items in laksa broth,1 bowl(s) = 797g,Per Serving (797g),821,103,Per 100g,36.1,43.76,56.59,,photo,FALSE,Derived,2026
yong-tau-foo-laksa-with-rice-noodles,"Yong tau foo (laksa, with rice/noodles)",,Mixed,Mixed,Customisable mixed dishes,"Mixed yong tau foo items in laksa broth, served with either white rice or thick beehoon",1 bowl(s) = 997g,Per Serving (997g),1077,108,Per 100g,40.38,100,57.13,,photo,FALSE,Derived,2026
grain-bowl-7-toppings-with-sauce,"Grain bowl (7 toppings, with sauce)",,Mixed,Mixed,Customisable mixed dishes,"Carbohydrate base (e.g. pasta, brown rice, soba) with 1 main protein (e.g. chicken, fish) selected, choice of 7 toppings with sauce",1 bowl(s) = 745g,Per Serving (745g),943,143,Per 100g,47.19,104.6,39.02,,photo,FALSE,Derived,2026
grain-bowl-7-toppings-without-sauce,"Grain bowl (7 toppings, without sauce)",,Mixed,Mixed,Customisable mixed dishes,"Carbohydrate base (e.g. pasta, brown rice, soba) with 1 main protein (e.g. chicken, fish) selected, choice of 7 toppings without sauce",1 bowl(s) = 713g,Per Serving (713g),821,131,Per 100g,46.34,98.64,28.34,,photo,FALSE,Derived,2026
salad-5-toppings-with-sauce,"Salad (5 toppings, with sauce)",,Mixed,Mixed,Customisable mixed dishes,"Vegetable base with 1 main protein (e.g. chicken, fish) selected, choice of 5 toppings with sauce",1 bowl(s) = 598g,Per Serving (598g),676,126,Per 100g,36.38,62.09,32.63,,photo,FALSE,Derived,2026
salad-5-toppings-without-sauce,"Salad (5 toppings, without sauce)",,Mixed,Mixed,Customisable mixed dishes,"Vegetable base with 1 main protein (e.g. chicken, fish) selected, choice of 5 toppings without sauce",1 bowl(s) = 566g,Per Serving (566g),555,110,Per 100g,35.48,56.17,21.95,,photo,FALSE,Derived,2026
